"State","County","   Days per year with a heat index above 105°F   ",,,,,
"ID","Camas County",0,0,0,0,0,0
"ID","Canyon County",0,1,4,3,17,1
"ID","Caribou County",0,0,0,0,0,0
"ID","Cassia County",0,0,0,0,2,0
"ID","Clark County",0,0,0,0,0,0
"ID","Clearwater County",0,0,0,0,2,0
"ID","Custer County",0,0,0,0,0,0
"ID","Elmore County",0,0,1,1,6,0
"ID","Franklin County",0,0,0,0,2,0
"ID","Fremont County",0,0,0,0,0,0
"ID","Gem County",0,0,1,1,9,0
"ID","Gooding County",0,0,2,1,9,0
"ID","Idaho County",0,0,0,0,2,0
"ID","Jefferson County",0,0,0,0,2,0
"ID","Jerome County",0,0,1,1,7,0
"ID","Kootenai County",0,0,0,0,3,0
"ID","Latah County",0,0,0,0,4,0
"ID","Lemhi County",0,0,0,0,0,0
"ID","Lewis County",0,0,0,0,3,0
"ID","Lincoln County",0,0,0,0,5,0
"ID","Madison County",0,0,0,0,1,0
"ID","Minidoka County",0,0,0,0,4,0
"ID","Nez Perce County",0,0,1,1,8,0
"ID","Oneida County",0,0,0,0,2,0
"ID","Owyhee County",0,0,1,0,4,0
"ID","Payette County",0,1,3,2,16,1
"ID","Power County",0,0,0,0,3,0
"ID","Shoshone County",0,0,0,0,1,0
"ID","Teton County",0,0,0,0,0,0
"ID","Twin Falls County",0,0,0,0,4,0
"ID","Valley County",0,0,0,0,0,0
"ID","Washington County",0,0,1,1,8,0
"IL","Adams County",3,19,26,24,53,19
"IL","Alexander County",4,31,45,38,73,32
"IL","Bond County",2,21,31,27,58,21
"IL","Boone County",2,9,14,13,35,9
"IL","Brown County",4,20,28,26,54,20
"IL","Bureau County",2,13,18,18,41,13
"IL","Calhoun County",3,24,34,30,60,24
"IL","Carroll County",2,11,16,15,38,11
"IL","Cass County",3,21,28,27,54,21
"IL","Champaign County",2,16,24,22,50,16
"IL","Christian County",3,20,28,26,55,20
"IL","Clark County",2,19,29,25,57,19
"IL","Clay County",2,22,33,29,61,23
"IL","Clinton County",2,22,33,28,60,22
"IL","Coles County",2,18,27,24,54,18
"IL","Cook County",1,8,13,11,32,8
"IL","Crawford County",3,23,34,29,62,23
"IL","Cumberland County",2,18,28,25,56,19
"IL","De Witt County",2,17,24,22,49,17
"IL","DeKalb County",1,9,14,13,35,9
"IL","Douglas County",3,19,28,25,55,19
"IL","DuPage County",2,10,16,14,37,10
"IL","Edgar County",2,18,27,24,54,18
"IL","Edwards County",4,27,39,34,67,28
"IL","Effingham County",2,20,29,26,57,20
"IL","Fayette County",2,19,28,25,55,19
"IL","Ford County",2,14,21,19,46,14
"IL","Franklin County",3,27,40,34,68,28
"IL","Fulton County",3,19,25,24,50,19
"IL","Gallatin County",3,29,42,35,71,29
"IL","Greene County",3,22,31,28,58,22
"IL","Grundy County",2,12,18,16,41,12
"IL","Hamilton County",3,26,39,33,67,26
"IL","Hancock County",4,20,28,26,53,20
"IL","Hardin County",2,25,38,32,68,25
"IL","Henderson County",3,18,24,23,49,17
"IL","Henry County",2,15,20,19,43,14
"IL","Iroquois County",2,14,21,19,45,14
"IL","Jackson County",3,29,42,35,70,29
"IL","Jasper County",2,20,31,27,59,21
"IL","Jefferson County",3,23,35,29,62,23
"IL","Jersey County",3,23,33,29,60,23
"IL","Jo Daviess County",1,9,13,13,34,8
"IL","Johnson County",3,28,42,35,71,28
"IL","Kane County",1,9,14,13,34,9
"IL","Kankakee County",2,13,20,18,43,13
"IL","Kendall County",2,11,16,15,38,11
"IL","Knox County",2,15,21,20,44,15
"IL","Lake County",1,6,10,9,28,6
"IL","LaSalle County",2,12,17,16,39,12
"IL","Lawrence County",3,23,34,30,63,23
"IL","Lee County",2,11,16,15,37,11
"IL","Livingston County",2,15,22,20,46,15
"IL","Logan County",3,20,27,26,53,20
"IL","Macon County",3,19,27,25,53,19
"IL","Macoupin County",3,21,30,27,57,22
"IL","Madison County",3,25,35,31,62,25
"IL","Marion County",2,21,32,28,60,22
"IL","Marshall County",3,16,22,21,46,16
"IL","Mason County",3,20,27,26,53,20
"IL","Massac County",4,31,44,38,74,31
"IL","McDonough County",4,20,27,26,53,21
"IL","McHenry County",2,9,14,13,34,9
"IL","McLean County",3,17,24,22,49,17
"IL","Menard County",3,19,26,25,52,19
"IL","Mercer County",3,16,22,21,46,16
"IL","Monroe County",3,26,38,32,64,27
"IL","Montgomery County",2,21,29,27,56,21
"IL","Morgan County",3,21,28,26,55,21
"IL","Moultrie County",2,18,27,25,54,19
"IL","Ogle County",2,10,15,14,36,10
"IL","Peoria County",2,15,20,20,44,15
"IL","Perry County",3,25,37,32,65,25
"IL","Piatt County",2,17,25,23,51,17
"IL","Pike County",3,21,30,27,56,21
"IL","Pope County",2,27,40,34,70,27
"IL","Pulaski County",4,32,46,39,74,32
"IL","Putnam County",2,14,20,19,43,14
"IL","Randolph County",3,28,40,34,67,28
"IL","Richland County",2,22,33,28,61,22
"IL","Rock Island County",2,15,21,20,44,15
"IL","Saline County",3,29,42,36,71,29
"IL","Sangamon County",3,19,27,25,53,19
"IL","Schuyler County",4,21,28,27,54,21
"IL","Scott County",3,22,30,28,57,22
"IL","Shelby County",2,19,28,25,55,19
"IL","St. Clair County",4,27,38,33,65,27
"IL","Stark County",2,14,19,19,42,14
"IL","Stephenson County",1,9,14,13,34,9
"IL","Tazewell County",3,18,24,23,49,18
"IL","Union County",3,29,42,35,71,29
"IL","Vermilion County",2,15,23,21,49,15
"IL","Wabash County",3,26,38,33,66,27
"IL","Warren County",3,17,23,23,48,17
"IL","Washington County",2,23,34,29,62,23
"IL","Wayne County",3,24,35,30,64,24
"IL","White County",4,28,41,35,69,28
"IL","Whiteside County",2,13,19,18,41,13
"IL","Will County",2,11,17,15,40,11
"IL","Williamson County",3,27,41,34,69,28
"IL","Winnebago County",2,9,14,13,35,9
"IL","Woodford County",3,17,23,22,47,17
"IN","Adams County",1,8,13,13,35,9
"IN","Allen County",1,8,12,12,34,8
"IN","Bartholomew County",1,13,21,18,49,13
"IN","Benton County",2,11,18,15,42,11
"IN","Blackford County",1,7,11,11,34,7
"IN","Boone County",1,10,16,14,41,10
"IN","Brown County",1,13,21,19,49,13
"IN","Carroll County",1,10,17,15,41,11
"IN","Cass County",1,10,15,14,38,9
"IN","Clark County",1,17,27,23,58,17
"IN","Clay County",2,15,24,21,52,15
"IN","Clinton County",1,9,15,14,39,9
"IN","Crawford County",2,17,28,23,58,18
"IN","Daviess County",2,20,30,26,60,20
"IN","Dearborn County",1,11,17,16,44,11
"IN","Decatur County",1,10,16,15,42,10
"IN","DeKalb County",0,7,12,12,33,7
"IN","Delaware County",1,8,13,13,36,8
"IN","Dubois County",2,17,28,23,57,18
"IN","Elkhart County",1,8,13,12,34,8
"IN","Fayette County",1,8,12,12,36,8
"IN","Floyd County",1,16,26,22,57,17
"IN","Fountain County",2,12,20,17,45,12
"IN","Franklin County",1,9,15,14,40,10
"IN","Fulton County",1,9,14,13,35,9
"IN","Gibson County",3,24,36,31,64,24
"IN","Grant County",1,9,14,14,37,9
"IN","Greene County",2,17,27,23,56,17
"IN","Hamilton County",1,9,15,14,39,9
"IN","Hancock County",1,10,15,15,40,10
"IN","Harrison County",1,17,27,23,58,17
"IN","Hendricks County",1,9,16,14,41,9
"IN","Henry County",1,7,11,11,33,7
"IN","Howard County",1,9,15,14,38,9
"IN","Huntington County",1,9,14,14,36,9
"IN","Jackson County",1,15,25,21,54,15
"IN","Jasper County",1,10,16,14,39,10
"IN","Jay County",1,8,12,12,34,8
"IN","Jefferson County",1,17,26,23,56,17
"IN","Jennings County",1,15,24,20,53,15
"IN","Johnson County",1,10,17,15,44,11
"IN","Knox County",2,21,32,28,61,22
"IN","Kosciusko County",1,7,11,11,32,7
"IN","LaGrange County",0,6,10,9,30,6
"IN","Lake County",1,9,15,13,37,9
"IN","LaPorte County",1,7,12,11,33,7
"IN","Lawrence County",1,17,27,23,57,17
"IN","Madison County",1,9,14,14,38,9
"IN","Marion County",1,10,17,15,42,10
"IN","Marshall County",1,9,14,13,36,9
"IN","Martin County",2,18,28,24,58,18
"IN","Miami County",1,9,14,14,37,9
"IN","Monroe County",2,15,24,21,52,15
"IN","Montgomery County",1,10,17,15,42,10
"IN","Morgan County",1,11,18,16,45,11
"IN","Newton County",2,11,18,16,42,11
"IN","Noble County",1,6,11,10,32,6
"IN","Ohio County",1,14,22,20,50,14
"IN","Orange County",1,17,27,23,57,17
"IN","Owen County",1,13,22,19,49,13
"IN","Parke County",2,15,24,21,51,15
"IN","Perry County",2,19,30,25,60,19
"IN","Pike County",2,20,31,27,61,21
"IN","Porter County",1,7,13,11,34,7
"IN","Posey County",3,25,38,32,66,26
"IN","Pulaski County",1,9,15,13,37,9
"IN","Putnam County",2,12,20,17,46,12
"IN","Randolph County",1,7,11,11,32,7
"IN","Ripley County",1,11,19,16,45,12
"IN","Rush County",1,8,13,13,37,8
"IN","Scott County",1,17,27,24,58,18
"IN","Shelby County",1,12,19,17,45,12
"IN","Spencer County",3,22,33,29,64,22
"IN","St. Joseph County",1,7,12,11,32,7
"IN","Starke County",1,9,15,13,37,9
"IN","Steuben County",0,5,10,9,29,5
"IN","Sullivan County",2,19,29,25,57,19
"IN","Switzerland County",1,15,23,21,53,15
"IN","Tippecanoe County",1,10,18,15,42,10
"IN","Tipton County",1,9,14,13,37,9
"IN","Union County",1,7,12,12,35,8
"IN","Vanderburgh County",2,23,35,29,64,23
"IN","Vermillion County",2,16,25,22,52,17
"IN","Vigo County",2,17,27,23,55,17
"IN","Wabash County",1,9,14,13,36,9
"IN","Warren County",2,12,19,17,44,12
"IN","Warrick County",2,22,33,28,63,22
"IN","Washington County",1,17,27,23,57,17
"IN","Wayne County",1,7,11,11,33,7
"IN","Wells County",1,8,12,12,34,8
"IN","White County",1,10,17,14,40,10
"IN","Whitley County",1,7,11,11,32,7
"KS","Allen County",5,28,41,35,70,28
"KS","Anderson County",5,27,39,33,68,27
"KS","Atchison County",5,24,35,30,62,24
"KS","Barber County",3,23,35,30,65,24
"KS","Barton County",2,17,26,22,56,17
"KS","Bourbon County",7,32,44,39,73,32
"KS","Brown County",4,22,33,27,60,22
"KS","Butler County",4,22,33,28,64,22
"KS","Chase County",4,21,32,27,61,21
"KS","Chautauqua County",7,32,45,39,75,32
"KS","Cherokee County",5,31,45,39,75,32
"KS","Cheyenne County",0,1,4,2,21,1
"KS","Clark County",1,15,25,21,55,15
"KS","Clay County",4,22,33,27,61,22
"KS","Cloud County",2,17,27,22,54,17
"KS","Coffey County",4,23,34,29,63,23
"KS","Comanche County",2,20,31,26,61,20
"KS","Cowley County",5,28,41,35,72,29
"KS","Crawford County",6,32,46,40,74,33
"KS","Decatur County",0,6,13,9,36,6
"KS","Dickinson County",4,23,34,28,62,23
"KS","Doniphan County",4,21,32,27,59,22
"KS","Douglas County",6,26,38,32,66,27
"KS","Edwards County",1,14,22,19,52,14
"KS","Elk County",5,26,39,33,70,27
"KS","Ellis County",0,11,19,16,46,11
"KS","Ellsworth County",2,19,28,24,57,19
"KS","Finney County",0,5,11,8,36,5
"KS","Ford County",0,9,17,14,45,9
"KS","Franklin County",5,26,38,33,67,27
"KS","Geary County",4,21,31,26,60,21
"KS","Gove County",0,5,11,8,35,5
"KS","Graham County",0,9,16,12,42,9
"KS","Grant County",0,4,10,6,35,3
"KS","Gray County",0,6,12,9,38,6
"KS","Greeley County",0,0,3,2,20,0
"KS","Greenwood County",4,24,35,30,65,24
"KS","Hamilton County",0,1,5,3,26,1
"KS","Harper County",4,27,39,34,70,27
"KS","Harvey County",3,22,33,28,63,22
"KS","Haskell County",0,5,11,8,36,5
"KS","Hodgeman County",0,10,19,15,47,10
"KS","Jackson County",5,23,34,28,61,23
"KS","Jefferson County",5,24,36,30,63,24
"KS","Jewell County",1,14,22,17,48,14
"KS","Johnson County",5,24,36,31,64,25
"KS","Kearny County",0,3,8,5,31,3
"KS","Kingman County",3,23,34,30,65,23
"KS","Kiowa County",0,13,22,18,51,13
"KS","Labette County",6,32,46,40,75,32
"KS","Lane County",0,6,12,9,38,6
"KS","Leavenworth County",5,26,37,32,65,26
"KS","Lincoln County",4,21,31,26,59,21
"KS","Linn County",6,28,40,35,68,28
"KS","Logan County",0,3,8,5,29,3
"KS","Lyon County",4,21,32,27,61,21
"KS","Marion County",3,21,31,26,60,21
"KS","Marshall County",3,17,27,22,54,18
"KS","McPherson County",3,21,32,27,61,21
"KS","Meade County",0,10,19,15,48,10
"KS","Miami County",5,25,37,32,65,25
"KS","Mitchell County",3,18,28,23,55,19
"KS","Montgomery County",7,32,46,40,76,33
"KS","Morris County",3,18,28,23,57,18
"KS","Morton County",0,2,6,3,29,2
"KS","Nemaha County",4,20,30,25,57,20
"KS","Neosho County",6,30,43,37,72,30
"KS","Ness County",0,10,18,15,46,10
"KS","Norton County",0,8,15,11,39,8
"KS","Osage County",5,24,35,30,64,24
"KS","Osborne County",2,17,26,21,53,17
"KS","Ottawa County",5,24,35,29,62,24
"KS","Pawnee County",1,14,23,19,53,14
"KS","Phillips County",1,12,20,16,46,12
"KS","Pottawatomie County",4,21,31,26,59,21
"KS","Pratt County",1,17,26,22,57,17
"KS","Rawlins County",0,3,8,5,28,3
"KS","Reno County",3,20,30,26,60,20
"KS","Republic County",2,15,24,19,51,15
"KS","Rice County",2,18,28,24,58,18
"KS","Riley County",4,21,32,26,60,22
"KS","Rooks County",1,12,21,16,47,13
"KS","Rush County",1,14,23,19,52,14
"KS","Russell County",2,15,24,20,52,15
"KS","Saline County",4,22,32,27,60,22
"KS","Scott County",0,4,10,7,34,4
"KS","Sedgwick County",3,21,32,27,63,21
"KS","Seward County",0,7,15,11,43,7
"KS","Shawnee County",5,24,35,30,64,24
"KS","Sheridan County",0,5,12,9,36,5
"KS","Sherman County",0,0,3,2,18,0
"KS","Smith County",1,14,22,18,49,14
"KS","Stafford County",2,18,29,24,59,19
"KS","Stanton County",0,2,7,4,30,2
"KS","Stevens County",0,4,10,6,35,4
"KS","Sumner County",4,29,41,35,72,29
"KS","Thomas County",0,2,6,4,26,2
"KS","Trego County",0,9,16,12,42,9
"KS","Wabaunsee County",4,22,32,27,61,22
"KS","Wallace County",0,1,4,2,21,1
"KS","Washington County",3,18,28,23,55,18
"KS","Wichita County",0,2,6,3,26,2
"KS","Wilson County",6,30,43,37,72,30
"KS","Woodson County",5,26,38,32,68,26
"KS","Wyandotte County",4,23,35,30,63,24
"KY","Adair County",1,17,28,23,60,17
"KY","Allen County",2,25,38,32,71,25
"KY","Anderson County",1,13,22,18,52,13
"KY","Ballard County",4,33,46,40,75,33
"KY","Barren County",2,24,37,31,69,25
"KY","Bath County",0,11,19,15,47,11
"KY","Bell County",0,4,10,7,33,4
"KY","Boone County",0,11,18,16,45,11
"KY","Bourbon County",0,11,19,16,47,11
"KY","Boyd County",0,9,17,14,44,9
"KY","Boyle County",0,11,21,17,51,12
"KY","Bracken County",0,10,16,14,43,10
"KY","Breathitt County",0,7,14,10,41,7
"KY","Breckinridge County",2,20,32,27,63,21
"KY","Bullitt County",1,19,29,25,61,19
"KY","Butler County",2,24,37,31,68,24
"KY","Caldwell County",4,32,45,39,76,32
"KY","Calloway County",5,33,46,40,77,33
"KY","Campbell County",1,12,19,17,46,12
"KY","Carlisle County",5,34,47,40,76,34
"KY","Carroll County",1,16,25,22,56,17
"KY","Carter County",0,8,15,12,41,8
"KY","Casey County",0,11,20,16,51,11
"KY","Christian County",3,28,41,35,72,28
"KY","Clark County",0,10,18,15,46,11
"KY","Clay County",0,6,12,9,38,6
"KY","Clinton County",1,14,25,19,57,14
"KY","Crittenden County",3,28,42,35,72,29
"KY","Cumberland County",1,20,32,26,65,20
"KY","Daviess County",3,25,38,33,68,26
"KY","Edmonson County",2,25,37,32,69,25
"KY","Elliott County",0,8,15,12,42,8
"KY","Estill County",0,10,18,14,46,10
"KY","Fayette County",0,9,17,14,45,10
"KY","Fleming County",0,9,16,13,43,9
"KY","Floyd County",0,9,17,14,46,10
"KY","Franklin County",1,13,21,18,51,13
"KY","Fulton County",5,34,47,41,76,34
"KY","Gallatin County",1,14,22,20,51,14
"KY","Garrard County",0,11,20,16,50,12
"KY","Grant County",1,13,21,18,50,13
"KY","Graves County",4,30,43,37,73,30
"KY","Grayson County",2,21,33,28,65,22
"KY","Green County",1,19,31,26,63,20
"KY","Greenup County",0,9,16,13,43,9
"KY","Hancock County",2,22,34,29,65,22
"KY","Hardin County",1,18,28,24,60,18
"KY","Harlan County",0,1,4,2,21,1
"KY","Harrison County",0,12,19,16,48,12
"KY","Hart County",2,21,32,27,65,21
"KY","Henderson County",3,25,37,32,67,25
"KY","Henry County",1,15,24,21,55,15
"KY","Hickman County",5,33,46,40,75,33
"KY","Hopkins County",4,31,45,39,75,32
"KY","Jackson County",0,5,12,8,36,5
"KY","Jefferson County",1,16,26,22,58,17
"KY","Jessamine County",0,10,19,15,47,11
"KY","Johnson County",0,10,18,14,46,10
"KY","Kenton County",1,11,18,16,46,12
"KY","Knott County",0,5,11,8,36,5
"KY","Knox County",0,5,12,8,38,5
"KY","Larue County",1,17,28,23,60,18
"KY","Laurel County",0,6,13,9,40,6
"KY","Lawrence County",0,8,16,13,43,9
"KY","Lee County",0,8,15,12,43,8
"KY","Leslie County",0,3,9,6,32,3
"KY","Letcher County",0,2,6,4,27,2
"KY","Lewis County",0,9,16,13,42,9
"KY","Lincoln County",0,10,19,14,48,10
"KY","Livingston County",4,30,43,37,73,30
"KY","Logan County",2,24,38,32,69,25
"KY","Lyon County",5,35,48,42,78,35
"KY","Madison County",0,11,19,15,48,11
"KY","Magoffin County",0,7,15,11,42,8
"KY","Marion County",1,15,25,21,56,15
"KY","Marshall County",5,36,49,43,79,36
"KY","Martin County",0,9,16,13,44,9
"KY","Mason County",0,9,16,14,43,9
"KY","McCracken County",4,32,45,39,75,32
"KY","McCreary County",0,8,17,13,47,9
"KY","McLean County",4,27,40,34,70,27
"KY","Meade County",2,18,29,25,60,19
"KY","Menifee County",0,9,17,13,44,9
"KY","Mercer County",0,12,21,17,51,13
"KY","Metcalfe County",1,20,32,26,64,20
"KY","Monroe County",1,21,34,28,67,22
"KY","Montgomery County",0,10,18,15,46,11
"KY","Morgan County",0,8,16,12,43,9
"KY","Muhlenberg County",3,28,41,35,72,28
"KY","Nelson County",1,18,28,24,60,18
"KY","Nicholas County",0,11,18,15,46,11
"KY","Ohio County",3,25,38,32,69,25
"KY","Oldham County",1,17,27,23,58,17
"KY","Owen County",1,14,23,20,53,15
"KY","Owsley County",0,7,14,11,41,7
"KY","Pendleton County",0,11,18,16,46,11
"KY","Perry County",0,5,11,8,35,5
"KY","Pike County",0,7,14,10,39,7
"KY","Powell County",0,10,18,14,46,10
"KY","Pulaski County",0,10,19,14,49,10
"KY","Robertson County",0,10,18,15,45,11
"KY","Rockcastle County",0,8,16,12,44,8
"KY","Rowan County",0,9,16,13,42,9
"KY","Russell County",1,14,25,20,56,14
"KY","Scott County",0,11,19,16,48,11
"KY","Shelby County",1,14,24,20,54,15
"KY","Simpson County",2,24,37,31,70,24
"KY","Spencer County",1,15,25,21,56,16
"KY","Taylor County",1,15,26,21,58,16
"KY","Todd County",2,25,38,32,69,25
"KY","Trigg County",4,32,45,39,76,32
"KY","Trimble County",1,16,25,22,55,16
"KY","Union County",3,27,40,34,70,27
"KY","Warren County",2,25,38,33,71,26
"KY","Washington County",1,14,24,20,55,15
"KY","Wayne County",0,11,20,15,51,11
"KY","Webster County",4,29,43,37,73,30
"KY","Whitley County",0,6,14,10,41,6
"KY","Wolfe County",0,8,15,12,42,8
"KY","Woodford County",0,11,19,15,47,11
"LA","Acadia Parish",10,55,73,67,115,56
"LA","Allen Parish",11,56,72,66,114,56
"LA","Ascension Parish",5,37,58,50,105,37
"LA","Assumption Parish",6,36,57,49,104,36
"LA","Avoyelles Parish",10,50,67,60,108,50
"LA","Beauregard Parish",10,55,71,65,112,56
"LA","Bienville Parish",11,52,67,61,104,53
"LA","Bossier Parish",11,54,67,63,104,54
"LA","Caddo Parish",11,54,67,63,104,55
"LA","Calcasieu Parish",8,52,69,63,111,52
"LA","Caldwell Parish",11,51,66,60,103,51
"LA","Cameron Parish",6,52,71,64,113,52
"LA","Catahoula Parish",10,47,64,57,103,47
"LA","Claiborne Parish",12,55,70,64,105,55
"LA","Concordia Parish",9,42,60,53,102,43
"LA","De Soto Parish",11,54,67,63,104,54
"LA","East Baton Rouge Parish",5,37,56,49,103,37
"LA","East Carroll Parish",10,47,62,56,99,47
"LA","East Feliciana Parish",6,36,55,48,99,37
"LA","Evangeline Parish",13,59,76,70,116,60
"LA","Franklin Parish",11,48,64,58,101,48
"LA","Grant Parish",11,53,69,63,107,54
"LA","Iberia Parish",4,36,56,47,101,36
"LA","Iberville Parish",6,38,59,51,105,39
"LA","Jackson Parish",12,54,68,63,104,54
"LA","Jefferson Davis Parish",9,53,71,65,114,53
"LA","Jefferson Parish",5,36,57,49,104,37
"LA","La Salle Parish",11,50,66,60,105,51
"LA","Lafayette Parish",7,45,64,57,108,46
"LA","Lafourche Parish",4,33,53,46,102,33
"LA","Lincoln Parish",12,54,69,63,105,55
"LA","Livingston Parish",6,39,60,52,106,40
"LA","Madison Parish",9,44,60,54,99,45
"LA","Morehouse Parish",11,49,64,58,101,49
"LA","Natchitoches Parish",12,55,69,64,107,56
"LA","Orleans Parish",4,36,57,48,104,36
"LA","Ouachita Parish",12,53,68,62,104,54
"LA","Plaquemines Parish",3,29,52,42,101,30
"LA","Pointe Coupee Parish",7,40,59,52,104,40
"LA","Rapides Parish",11,55,71,64,110,55
"LA","Red River Parish",11,53,66,62,103,53
"LA","Richland Parish",10,46,61,55,99,46
"LA","Sabine Parish",10,52,66,62,104,53
"LA","St. Bernard Parish",3,35,58,49,103,36
"LA","St. Charles Parish",5,38,59,51,106,39
"LA","St. Helena Parish",6,39,58,50,101,39
"LA","St. James Parish",6,38,60,51,107,39
"LA","St. John the Baptist Parish",6,41,62,54,109,42
"LA","St. Landry Parish",9,50,69,62,112,51
"LA","St. Martin Parish",6,39,59,51,105,39
"LA","St. Mary Parish",3,28,47,40,95,28
"LA","St. Tammany Parish",5,38,58,50,103,38
"LA","Tangipahoa Parish",6,41,61,53,105,41
"LA","Tensas Parish",9,43,60,54,100,44
"LA","Terrebonne Parish",4,30,50,43,99,31
"LA","Union Parish",12,52,67,61,103,53
"LA","Vermilion Parish",6,42,61,54,106,42
"LA","Vernon Parish",9,49,65,59,105,50
"LA","Washington Parish",7,40,59,51,101,40
"LA","Webster Parish",12,54,68,63,105,55
"LA","West Baton Rouge Parish",6,39,59,51,105,39
"LA","West Carroll Parish",10,48,63,57,100,48
"LA","West Feliciana Parish",7,38,57,50,102,39
"LA","Winn Parish",12,54,69,63,106,54
"MA","Barnstable County",0,0,1,1,6,0
"MA","Berkshire County",0,0,1,0,9,0
"MA","Bristol County",0,4,7,6,21,4
"MA","Dukes County",0,0,0,0,4,0
"MA","Essex County",0,2,5,4,18,2
"MA","Franklin County",0,1,3,1,13,1
"MA","Hampden County",0,2,5,3,17,1
"MA","Hampshire County",0,1,4,2,15,1
"MA","Middlesex County",0,3,7,4,21,3
"MA","Nantucket County",0,0,0,0,0,0
"MA","Norfolk County",0,3,7,5,20,3
"MA","Plymouth County",0,3,7,5,19,3
"MA","Suffolk County",0,3,7,4,20,3
"MA","Worcester County",0,1,3,2,13,1
"MD","Allegany County",0,3,7,6,24,3
"MD","Anne Arundel County",2,12,20,17,46,12
"MD","Baltimore city",1,11,20,16,44,11
"MD","Baltimore County",1,11,19,15,42,11
"MD","Calvert County",1,10,18,15,44,10
"MD","Caroline County",2,14,22,18,47,14
"MD","Carroll County",1,8,16,12,38,8
"MD","Cecil County",2,13,20,17,44,12
"MD","Charles County",1,12,21,17,46,12
"MD","Dorchester County",2,14,23,19,50,14
"MD","Frederick County",1,10,17,14,41,10
"MD","Garrett County",0,0,1,0,7,0
"MD","Harford County",2,12,20,16,44,12
"MD","Howard County",1,11,19,15,43,11
"MD","Kent County",2,13,21,17,46,13
"MD","Montgomery County",1,10,17,14,41,10
"MD","Prince George's County",1,12,20,17,45,12
"MD","Queen Anne's County",2,14,22,18,47,13
"MD","Somerset County",1,12,21,17,49,12
"MD","St. Mary's County",1,10,18,15,45,10
"MD","Talbot County",2,14,23,18,49,14
"MD","Washington County",0,7,13,10,35,7
"MD","Wicomico County",3,16,25,21,52,16
"MD","Worcester County",1,11,19,16,46,11
"ME","Androscoggin County",0,0,2,1,12,0
"ME","Aroostook County",0,0,0,0,4,0
"ME","Cumberland County",0,1,2,1,11,0
"ME","Franklin County",0,0,0,0,3,0
"ME","Hancock County",0,0,1,0,6,0
"ME","Kennebec County",0,0,2,1,11,0
"ME","Knox County",0,0,1,1,6,0
"ME","Lincoln County",0,0,1,1,8,0
"ME","Oxford County",0,0,1,0,7,0
"ME","Penobscot County",0,0,1,0,6,0
"ME","Piscataquis County",0,0,0,0,3,0
"ME","Sagadahoc County",0,0,1,1,9,0
"ME","Somerset County",0,0,0,0,3,0
"ME","Waldo County",0,0,2,1,10,0
"ME","Washington County",0,0,1,0,6,0
"ME","York County",0,1,3,2,14,1
"MI","Alcona County",0,1,3,2,14,1
"MI","Alger County",0,1,3,2,12,1
"MI","Allegan County",0,4,8,7,26,4
"MI","Alpena County",0,1,3,3,13,1
"MI","Antrim County",0,1,3,2,14,1
"MI","Arenac County",0,1,4,3,15,1
"MI","Baraga County",0,0,2,1,10,0
"MI","Barry County",0,4,9,8,28,4
"MI","Bay County",0,3,6,5,20,3
"MI","Benzie County",0,2,4,3,15,2
"MI","Berrien County",1,7,12,11,32,7
"MI","Branch County",0,6,10,9,29,6
"MI","Calhoun County",0,4,9,8,27,4
"MI","Cass County",1,7,12,10,32,7
"MI","Charlevoix County",0,1,3,2,13,1
"MI","Cheboygan County",0,0,2,1,11,0
"MI","Chippewa County",0,0,1,0,6,0
"MI","Clare County",0,1,3,3,15,1
"MI","Clinton County",0,4,8,7,25,4
"MI","Crawford County",0,1,2,1,12,1
"MI","Delta County",0,1,2,2,10,1
"MI","Dickinson County",0,1,3,2,11,1
"MI","Eaton County",0,3,7,6,25,3
"MI","Emmet County",0,0,1,0,8,0
"MI","Genesee County",0,3,7,6,22,3
"MI","Gladwin County",0,2,5,4,18,2
"MI","Gogebic County",0,0,2,1,9,0
"MI","Grand Traverse County",0,1,3,2,15,1
"MI","Gratiot County",0,4,8,7,26,4
"MI","Hillsdale County",0,4,8,7,26,4
"MI","Houghton County",0,0,2,1,9,0
"MI","Huron County",0,3,7,6,20,3
"MI","Ingham County",0,3,6,6,23,3
"MI","Ionia County",0,4,8,7,25,4
"MI","Iosco County",0,1,3,2,14,1
"MI","Iron County",0,1,2,1,11,0
"MI","Isabella County",0,3,6,5,21,3
"MI","Jackson County",0,3,7,6,24,3
"MI","Kalamazoo County",0,5,10,9,30,6
"MI","Kalkaska County",0,1,2,1,12,1
"MI","Kent County",0,3,7,6,23,3
"MI","Keweenaw County",0,0,0,0,2,0
"MI","Lake County",0,2,5,4,19,2
"MI","Lapeer County",0,4,7,6,23,3
"MI","Leelanau County",0,1,2,2,13,1
"MI","Lenawee County",0,5,9,9,28,5
"MI","Livingston County",0,3,6,5,22,3
"MI","Luce County",0,0,2,1,11,0
"MI","Mackinac County",0,0,0,0,5,0
"MI","Macomb County",0,3,7,5,23,3
"MI","Manistee County",0,2,4,3,16,2
"MI","Marquette County",0,0,2,1,9,0
"MI","Mason County",0,2,4,4,18,2
"MI","Mecosta County",0,2,4,4,18,2
"MI","Menominee County",0,1,3,2,12,1
"MI","Midland County",0,4,8,7,24,4
"MI","Missaukee County",0,1,2,2,13,1
"MI","Monroe County",0,5,10,9,30,5
